"{17,15->1.5}"
"{17,16->1.5}"
"{17,16->1.7}"
"{17,15->2.0}"
"{17,15->3.3}"
"{17,15->3.4}"
"{17,16->3.5}"
"{19,10->3.7}"
"{17,13->3.7}"
"{19,13->3.7}"
"{17,15->3.7}"
"{17,16->3.7}"
"{19,17->3.7}"
"{21,19->3.7}"
"{19,8->3.8}"
"{19,10->3.8}"
"{17,15->3.8}"
"{18,16->4.6}"
"{17,16->4.7}"
"{18,16->4.7}"
